0, 88
1, 88
2, 88
3, 88
4, 88
5, 88
6, 88
7, 88
8, 88
9, 88
10, 88
11, 88
12, 88
13, 88
14, 88
15, 88
16, 88
17, 88
18, 88
19, 88
20, 88
21, 89
22, 88
23, 89
24, 88
25, 89
26, 89
27, 89
28, 89
29, 89
30, 89
31, 89
32, 89
33, 89
34, 90
35, 90
36, 90
37, 90
38, 91
39, 91
40, 50
41, 50
42, 50
43, 50
44, 50
45, 50
46, 50
47, 357
48, 357
49, 357
50, 357
51, 357
52, 357
53, 357
54, 357
55, 357
56, 357
57, 357
58, 357
59, 357
60, 357
61, 357
62, 357
63, 357
64, 357
65, 357
66, 357
67, 357
68, 357
69, 357
70, 357
71, 61
72, 62
73, 62
74, 61
75, 61
76, 61
77, 60
78, 60
79, 60
80, 60
81, 60
82, 60
83, 60
84, 60
85, 60
86, 60
87, 60
88, 60
89, 60
90, 60
91, 60
92, 60
93, 60
94, 60
95, 60
96, 60
97, 60
98, 60
99, 60
100, 60
101, 60
102, 61
103, 61
104, 61
105, 61
106, 62
107, 357
108, 357
109, 357
110, 357
111, 357
112, 357
113, 357
114, 357
115, 357
116, 357
117, 357
118, 357
119, 357
120, 357
121, 357
122, 357
123, 357
124, 357
125, 357
126, 357
127, 357
128, 357
129, 357
130, 357
131, 357
132, 357
133, 357
134, 357
135, 357
136, 357
137, 357
138, 357
139, 357
140, 357
141, 357
142, 357
143, 357
144, 357
145, 357
146, 357
147, 357
148, 357
149, 357
150, 357
151, 357
152, 357
153, 357
154, 357
155, 357
156, 357
157, 357
158, 357
159, 357
160, 357
161, 357
162, 357
163, 357
164, 357
165, 357
166, 357
167, 357
168, 357
169, 357
170, 357
171, 357
172, 357
173, 357
174, 357
175, 357
176, 357
177, 357
178, 357
179, 16
180, 16
